"Hash","Message","Hashes of parents","Is a merge commit?","List of modified files"
"9edf8a0d529a3f65452010c1c7a5693bfb7c2af0","fix cap","d9b1b4eaebfb8e70e559e1c2753ac30f78aa947b","False","README.md"
"bbb6aaa5cbe942601b4544dbdd8306ae7f05834a","fix footer links formatting","9edf8a0d529a3f65452010c1c7a5693bfb7c2af0","False","README.md"
"55e93bcdc03c35c0f22248f6e638decd7c26f248","fix pricing and color","ac2a5f82d866df745c7b02d518fb3f949693ffa3","False","README.md"
"98b11eb6d4a4bf6fc735a205aac10350ad5957ff","add usage to browser history export script and fix output dirs","457556a2a8de5bb6f1a84c3712d714c531fdfa31","False","bin/export_browser_history.sh"
"06f6084e3be8748181135d35495cd5af33382e79","ignore stdin when passed instead of throwing an error","431020e6e4990e404e3bb9d0d1e9abaf3fac01bd","False","archivebox/logging_util.py"
"430f28ca93b18cd76b049c33c204ac1396ae59bc","fix lint action","06f6084e3be8748181135d35495cd5af33382e79","False",".github/workflows/lint.yml"
"208f866fc4db9e03d9e74b7c481797e081517c6c","fix user detection on freebsd always returning root","4356085a43599068e027dffb2fd0907ea64544b1","False","archivebox/config.py"
"3db77fd1a2e9d8500dcc89099198855662fa6f27","fix lint errors","3d4e23e6277622ce482402f893864789ba8b84af","False","archivebox/main.py"
"e974b82db2723092665285bec5a07a7e6324aabb","fix wrapping error","96514e67c400f7f9074bd04f31ade27738e49ff0","False",".github/workflows/debian.yml"
"c3d009e4ec3b426bfc21aeb6f7bdd5eb6175b460","fix python file execution checking","3d40693f1c24d9202752265cd1c8a82c2eacf8b9","False","archivebox/system.py"
"bac5a10eae6160a457287f09850b75fdc37f6177","point to master image, not latest

Following the docker-compose quick-start guide, used ""latest"" tagged docker image in compose file. Returned an exec error on my arm64 raspi 3b+. Seems like this needs to be ""master"" tag to really support multi-arch... Worked when I changed it to ""master"" on my machine.","687c34af3e61a810f934b0b51e81e79df24714db","False","docker-compose.yml"
"efebd8e02bbbc55c5dc2dc005fe9dca923250182","Merge pull request #739 from FiddlyRumpus/patch-1

point to master image, not latest","687c34af3e61a810f934b0b51e81e79df24714db;bac5a10eae6160a457287f09850b75fdc37f6177","True","docker-compose.yml"
"76f29d03259d70d914536fbb8435aa779510e193","fix merge","54a11d792721c365b4a915a78507a7e30dcc244c;efebd8e02bbbc55c5dc2dc005fe9dca923250182","True","docker-compose.yml;.flake8;.github/workflows/debian.yml;.github/workflows/lint.yml;Dockerfile;README.md;archivebox/.flake8;archivebox/__init__.py;archivebox/config.py;archivebox/logging_util.py;archivebox/main.py;archivebox/system.py;archivebox/templates/core/add.html;assets/README.md;bin/archive;bin/export_browser_history.sh;bin/lint.sh;bin/setup.sh;etc/README.md;etc/cron.d/ArchiveBox;etc/fly.toml;etc/nginx.conf;etc/uwsgi.ini;setup.py;stdeb.cfg"
"9f1470cf03ecccd5ef980a3016263e623a1e9b3f","fix output permissions tests","8230f88d803b7f2bc4a5d108d8d6b3fc22d52972","False","archivebox/system.py;tests/test_init.py"
"4715ace7dd763c99b8c76ae3e4ce76a6e61f0378","ignore BaseException lgtm errors","9f1470cf03ecccd5ef980a3016263e623a1e9b3f","False","archivebox/extractors/__init__.py;archivebox/main.py"
"c2d1a5758146bb8b82e6c1c8f087d29721fb6b12","fix umask dir permissions","4715ace7dd763c99b8c76ae3e4ce76a6e61f0378","False","archivebox/config.py;archivebox/system.py"
"aa53fe653c264dbc9a2090cbb11450529cf25ff7","fix use of uneeded perms arg","c2d1a5758146bb8b82e6c1c8f087d29721fb6b12","False","archivebox/system.py"
"3d54b1321bf8c56627aaa50efcc809cd99caee52","Merge pull request #804 from munzevibirinsan/patch-1","2427e6d3dc377c665f785f1d845da4e5a20b50a0;ee86eb534dcb205b024bc0882e23091ca6bac502","True","bin/setup.sh"
"f6cf35a45d41f911e02d275398ef8b6a9efa51a5","Fix Pinboard RSS parsing valid links as `None`

`item.find(p)` returns either an `ElementTree.Element` or `None`.  The
[lambda on line 24][lambda] coerces the return value to a bool, which is
`False` if the `<link>` element has no children (see
[`ElementTree.py` line 207][etbooldef]), so the lambda returns `None`.

Further, returning a `Link` with `url=None` violates
[an assertion in `index/schema.py`][assertion], which crashes
the `archivebox add` command.

[lambda]: https://github.com/ArchiveBox/ArchiveBox/blob/3d54b1321bf8c56627aaa50efcc809cd99caee52/archivebox/parsers/pinboard_rss.py#L24
[etbooldef]: https://github.com/python/cpython/blob/3d8993a744813c5144851da5347d7b4b1885f234/Lib/xml/etree/ElementTree.py#L207
[assertion]: https://github.com/ArchiveBox/ArchiveBox/blob/3d54b1321bf8c56627aaa50efcc809cd99caee52/archivebox/index/schema.py#L165","3d54b1321bf8c56627aaa50efcc809cd99caee52","False","archivebox/parsers/pinboard_rss.py"
"2e5937d9e10f31ef61688f72d1b25fb4ef484894","Merge pull request #822 from overhacked/bug_pinboard_rss

Fix Pinboard RSS parsing valid links as `None`","3d54b1321bf8c56627aaa50efcc809cd99caee52;f6cf35a45d41f911e02d275398ef8b6a9efa51a5","True","archivebox/parsers/pinboard_rss.py"
"bb2a2e758aff1953b0275a0fe18fb14ed1dd3daf","Avoid KeyError on Pocket API parser

When trying to import my pocket library I got a lot of ` KeyError`  on Python. Pocket API has a few idiosyncrasies, such as sometimes returning the keys on json, sometimes not.

` ` ` sh
archivebox add --parser pocket_api pocket://my_username
` ` ` 

Gave me this errors
` ` ` 
  File ""/app/archivebox/parsers/pocket_api.py"", line 54, in link_from_article
    title = article['resolved_title'] or article['given_title'] or url
KeyError: 'resolved_title'
` ` ` 

This commit are the patches I've changed to successfully import my library","63693bdc776c9e22d197764e97c0c6f5c3558b5a","False","archivebox/parsers/pocket_api.py"
"18e1fb0d9630ffcf7800c8255b1df98a2ef476ac","Fixes Add button behavior on Safari

Previously, when you clicked the Add button, the page wouldn't change.

It looked like it wasn't doing anything, as noted by @rcarmo
(https://github.com/ArchiveBox/ArchiveBox/issues/658#issuecomment-948300055)

I didn't track it down the exact reason why. It may be that Safari
didn't like the two opening <h3>s, but I was able to find a bunch of
people complaining about Safari being very finicky with innerHTML
and actually repainting the page, enough that I decided to try just
extending the block hide/show behavior already done with the
delay-warning, and it works for me now in both Chrome and Safari.

For #658.","b54076054c6063cb79f2d6a231ac51019ee888aa","False","archivebox/templates/core/add.html"
"8878dcc5e87916ec8f38af7b7483324b5dbbceb6","Merge pull request #843 from bltavares/patch-1","d5240f1a1db468f83af0e0573b7437d7dc8b71b2;bb2a2e758aff1953b0275a0fe18fb14ed1dd3daf","True","archivebox/parsers/pocket_api.py;README.md;archivebox/core/urls.py;archivebox/core/views.py;archivebox/templates/admin/base.html;archivebox/templates/core/add.html"
"44f53384709855c895513ddcb39eb4c734e52191","fix typo in pocket_api articl variable name","8878dcc5e87916ec8f38af7b7483324b5dbbceb6","False","archivebox/parsers/pocket_api.py"
"decab91ea239f4783cb91b42557d3c98f7d0078c","(#847) Decode error output hints to string if needed","b279c30b8d0be141ce9d807206c8d95a7d530ec2","False","archivebox/logging_util.py"
"989937796ab90928d1785f5a3fafddd4873ea2de","Merge pull request #906 from tuupola/bug-901","ea0d9c1d998d1fd789ca8dce2a00cfc8c98a0307;f14a861605915c4e17021e8846c107a282b58fba","True","archivebox/config.py"
"4b8962b60b1540729a048483e76af1f5563707a9","Fix #725 - correctly parse tags on json import","989937796ab90928d1785f5a3fafddd4873ea2de","False","archivebox/index/sql.py"
"d7f01922f32891164538c1dac8fcc31679cac4b3","fix direct assignment of tags to many-to-many set","b1b7ee2b856474d3ecfda3abf1f6b8afaac591de","False","archivebox/index/sql.py"
"9231e7f091bfaf979afe32f1ba59b5826e99527e","typo

ERROR: The Compose file './docker-compose.yml' is invalid because:
services.pywb.volumes contains an invalid type, it should be an array","663918a37298d6b7617d1f36d346f95947c5bab2","False","docker-compose.yml"
"bf432d4931d688c4e9965d82c5a7af98a06f18f6","Merge pull request #918 from akhilleusuggo/patch-1

typo","663918a37298d6b7617d1f36d346f95947c5bab2;9231e7f091bfaf979afe32f1ba59b5826e99527e","True","docker-compose.yml"
"6dae0cc252095604b4c15b035845e83b000809c1","Fix arch installation command

The linked package is on AUR, typically installed with yay. ""pacman install"" is not a valid command.","bf432d4931d688c4e9965d82c5a7af98a06f18f6","False","README.md"
"532aeca8a08ea6662df20a433c4ae55bf13bc335","Fix typo in README.md","bf432d4931d688c4e9965d82c5a7af98a06f18f6","False","README.md"
"5e9d05483ef65cdc92424c6990c797481f0a02a3","Fix bin_version: set LANG=C when calling executables to avoid parsing
localized output.","bf432d4931d688c4e9965d82c5a7af98a06f18f6","False","archivebox/config.py"
"29ee73660bf6152bd9c68b7cd411d20589b27550","Fix broken URI fragment","bf432d4931d688c4e9965d82c5a7af98a06f18f6","False","README.md"
"51ad7800478e316e669e1353f85952c77d0f065a","Merge pull request #932 from hyfen/patch-1","dc8bd1d78f3b8deb9fbd9ec87ca2f5d8df8d6040;532aeca8a08ea6662df20a433c4ae55bf13bc335","True","README.md"
"0612ff751aa47a3f9b1f798c3261697cfe896c02","Merge pull request #923 from CrazyPython/patch-1","feafe9a2a2e61e3d4e6af947129a5dfd06b85142;6dae0cc252095604b4c15b035845e83b000809c1","True","README.md;archivebox/config.py"
"0ec5ba0595772c00bf8befdb3cefc82f075c811a","fix pihole admin port format in docker-compose","a15350cc770a5b7e0c118b55fc5992255007fe9e","False","docker-compose.yml"
"4febbacef6bc9b8903a6afa3b6b531e44124fb90","Fix entrypoint

docker-compose requires `$$` for env vars that are supposed to be executed inside the container.","dfef21a814f3271e38a00f2ed9711d94cb9ce02f","False","docker-compose.yml"
"f1095f547c5cea72653d72f3561ca0195e22c6a5","Merge pull request #961 from kusold/patch-1","d26851387729863110591a04b4902ca313efbe1e;4febbacef6bc9b8903a6afa3b6b531e44124fb90","True","docker-compose.yml"
"c63822a5e54a75e48411c21bf75e9472d1a384d3","Fix missing input redirection in a hint text","9e74676af340eeeec6286aceb584aec6aaa1bb98","False","archivebox/main.py"
"ecbcb6a1b3e75095f9c6d7e3659363bf7f56b56b","fix bracing in template tag for PREVIEW_ORIGINALS","8ebf3e2f93188013b494dcfea29e939f1fd7f348","False","archivebox/templates/core/snapshot.html"
"38e54b93fe36cfdb5d3f5b529e26a286e6d242f1","allow parsing to continue even when fetching URL contents fails","ecbcb6a1b3e75095f9c6d7e3659363bf7f56b56b","False","archivebox/main.py;archivebox/parsers/__init__.py"
"d05510f844ae82dc738f55c27100defca47618ef","fix version string parsing on macOS in some cases where LANG C is not supported","4b8b17e788e4e0efa26db87b84b4e123941b1cff","False","archivebox/config.py"
"d581a5081f802fd9c242096616654d33af93e12d","correctly handle bytes strings in hints","a6767671fb68e25f67edcf16afafe5234d2826dd","False","archivebox/logging_util.py"
"5e4ddbbf25978383d3501b3bdf46eadc0b46e671","fix mercury bin parsing back","e96c1bcf13cd5e4b1f9310a7db9343edf2fc2be0","False","archivebox/config.py"
"74b3c5931427ed3eb7600a78244a65f0982607ff","fix helper install script handling of python3 version","5e4ddbbf25978383d3501b3bdf46eadc0b46e671","False","bin/setup.sh"
"e06717419c2e93bf7bf7824787812b8b40aa3ccb","fix sqlite3 version detection","d0f129295f95da3728434bae7ea1257edcb93e80","False","archivebox/config.py"
"f9c82841ad5bbe116a5e73070490b28276665d26","fix sqlite option detection","1fd5830f58e7cdf6dbb4510c8adce5a179556b43","False","archivebox/config.py"
"19b88d30b2976b92fb1b8f699d2ab6af1f736e9d","fix missing brace","31d5fbbf17edb8de06ca2afa92ad00b18a01d7f0","False","archivebox/main.py"
"413aa2ef04da90013fe97731aca2a1fe0f8cdb47","fix commit hash detection","33ec2117e963c5fd39c949d0cad658a166ea93b5","False","archivebox/main.py"
"cb3ebbe69ab35b1386182e40dde60bd479c17c80","fix git commit hash location","413aa2ef04da90013fe97731aca2a1fe0f8cdb47","False","archivebox/main.py"
"ae5c8f2bf8ac701dd49b01d06efc28756dc936ff","fix newline included in commit hash","cb3ebbe69ab35b1386182e40dde60bd479c17c80","False","archivebox/main.py"
"e2fa68dba636a6c702af141259960a99b8406c7e","resolve config paths before using","ccce4a6a2f467ca70961cadb42b4603d23a3db26","False","archivebox/config.py"
"2bbc742017e1c6f9c74914681c3815ba3e5ffdaf","typo fix","e2fa68dba636a6c702af141259960a99b8406c7e","False","archivebox/config.py"
"b864c38d9e9eb661bde0c0c267784b71cb8bd95e","Don't be strict on unicode errors","dba423a56865e14741c83af94d0222a263f3e6aa","False","archivebox/extractors/media.py"
"4ce392846cebb7471c8fc6cb919a48f50d2a4e79","Fix actions","081a12b0799b1a585c2274e8a033a2c1151d4248","False",".github/workflows/codeql-analysis.yml;.github/workflows/lint.yml"
"f729bbe122c96fb1fbaf0d0f39cae30aa513b5d0","yt-dlp fixes","e41f313fa3522c888b63b353cd5622dfbea7e573","False","archivebox/config.py"
"a26a91d09f1c3ae38272f93996963d734358872c","Merge branch 'feature/migrations-0021_auto_20220914_0934.py' into feature/kludge-984-UTF8-bug","30947aeb0755b73f8a078a06f190cca96590c1f6;22d8e5763794895cde0fe2880b45f424b24722f4","True","archivebox/core/migrations/0021_auto_20220914_0934.py;.gitignore;Dockerfile;README.md;archivebox/config.py;archivebox/extractors/__init__.py;archivebox/extractors/media.py;bin/setup.sh;etc/ArchiveBox.conf.default;setup.py;stdeb.cfg"
"9b65639a595721534202b1d498581b05aecd04a8","Merge pull request #1020 from turian/feature/kludge-984-UTF8-bug","03eb7e58758d8dcb85ed781e713fc083f8292264;2b58cce43fca64865292ccb967b8800a421e05cd","True","archivebox/extractors/__init__.py"
"2db830c6a8d30be951056dce0f1c0881e83611de","Method typo?

Fixes '[Errno 2] No such file or directory' error during add","9b65639a595721534202b1d498581b05aecd04a8","False","archivebox/parsers/__init__.py"
"07de4a79a1817f342eb52c9ba6459d9490bb270d","Merge branch 'dev' into feature/kludge-984-UTF8-bug","a26a91d09f1c3ae38272f93996963d734358872c;e114b1f6dccb842c92d9308a01ca807affb32c1b","True","Dockerfile;archivebox/extractors/__init__.py;archivebox/parsers/__init__.py;.gitignore;README.md;archivebox/config.py;archivebox/extractors/media.py;bin/setup.sh;etc/ArchiveBox.conf.default;setup.py;stdeb.cfg"
"8a965631699ad56e6b574c52c3c9ee0ba940b546","Merge pull request #1026 from turian/feature/kludge-984-UTF8-bug","d4c18e414261a5050bad2634441ef40d0619bb5d;07de4a79a1817f342eb52c9ba6459d9490bb270d","True",".gitignore;Dockerfile;README.md;archivebox/config.py;archivebox/extractors/__init__.py;archivebox/extractors/media.py;bin/setup.sh;etc/ArchiveBox.conf.default;setup.py;stdeb.cfg"
"5408028265b53e57eb343d309998e2fdf4dca45e","remove broken lgtm shields","7cb5d8aebe96c7d7aa09e6d4608ca4e06cbad47f","False","README.md"
"992a02f87b30051b8e14c644ac0974db42efd30e","fix spelling typos","9c763cbda92e4b58e6d46632d499b05ffc79a163","False","README.md"
"995272468896d8656d3f34f196f734eb96862fdf","fix pypi test link","992a02f87b30051b8e14c644ac0974db42efd30e","False","README.md"
"9f42a3bf29b8a9ffcd47789437efa73395ec1be7","fix whitespace","d77c770c47143dca0909e841cff93e3e47e272c0","False","archivebox/config.py"
"f48e48e6da9f42bd764d28c7c995c8e777836c83","Fix for Issue #1008

- Added missing decode() when setting pkg_path variable","f86891bc33ec663297e0d9fed9e38f044a3460ed","False","archivebox/main.py"
"dbe1cd8dc087f11a52e80aff0545c1bd3e2c4129","Merge pull request #1152 from jess-sol/patch-1","081ba7e81bf716aa59df559d4d62b0af5025bbbd;aa5533b80fe068f58daf16cb75f9f4638757f763","True","bin/export_browser_history.sh"
"32eef51081e9858b6fd2ae4bcb2ad47186d8b14d","Merge pull request #1153 from ArchiveBox/pirate-patch-1

Add links to new social media profiles under Further Reading","dbe1cd8dc087f11a52e80aff0545c1bd3e2c4129;d6780d1ab760583d06c264146430384dbf344573","True","README.md"
"40c122515a6b67f899ef9bc5e0b2380447ee8024","fix: make oneshot command return successful exist code","32eef51081e9858b6fd2ae4bcb2ad47186d8b14d","False","archivebox/extractors/__init__.py;tests/test_oneshot.py"
"347b8d977de2ddf8f26553ac6d73264674990e83","Merge pull request #1154 from sissbruecker/fix/oneshot_exit_code","32eef51081e9858b6fd2ae4bcb2ad47186d8b14d;7bf4f40da02d8e75420197b5315d2dc88ca3f9ee","True","archivebox/extractors/__init__.py;tests/test_oneshot.py"
"0e0b06bef1fb51d8e1e8835a48f837fb205aef77","Merge pull request #1159 from ArchiveBox/pirate-patch-1","347b8d977de2ddf8f26553ac6d73264674990e83;406e2b681d473e99718118c18de6b9c1cdfe356f","True","docker-compose.yml"
"3e9e2212324c917a98b71b7f3c1c08eea207cfe2","Fix Instapaper export link in README.md

Original link to Instapaper export `https://www.instapaper.com/user/export` is broken: `405: Method Not Allowed`.","40ddd3360207aefd0e2c168833c72a6868c9c80b","False","README.md"
"3e5e9c7a41b0e846da494c095eee441490fdc897","Merge pull request #1194 from wogong/patch-1","40ddd3360207aefd0e2c168833c72a6868c9c80b;3e9e2212324c917a98b71b7f3c1c08eea207cfe2","True","README.md"
"9d9872d32577ea78a89a08a96a7398edccc5f5f0","bin_version means to modify, not replace environ

the `bin_version` function means to modify the environment,
not replace it entirely. Fixes bugs that occur when it wipes out the
PATH environment variable, such as when running in a virtual
environment.","3e5e9c7a41b0e846da494c095eee441490fdc897","False","archivebox/config.py"
"5b7ecfc87259f8a2b22c735d0bedcbba7e8168a8","Merge pull request #1197 from overhacked/bin_version_env_fix","3e5e9c7a41b0e846da494c095eee441490fdc897;9d9872d32577ea78a89a08a96a7398edccc5f5f0","True","archivebox/config.py"
"b7730419520e3fee1e56947ca286c92d1c454854","Merge pull request #1199 from overhacked/chrome_version_detection_fix","5b7ecfc87259f8a2b22c735d0bedcbba7e8168a8;d0e65eba7f99a91665c9a0e0e290cdb55e58e416","True","archivebox/util.py;archivebox/config.py"
"c039ef05b3c1d019544db34c3acde445782ed46e","Fix hyphen placement in util.URL_REGEX

Incorrect hyphen placement in `URL_REGEX` was allowing it to match more
characters than intended. In a regex character class, a literal hyphen
can only appear as the first character in the class, or it will be
interpreted as the delimiter of a range of characters.

The issue fixed here caused the range of characters from `[$-_]`
be treated as valid URL characters, instead of the intended set of three
characters `[-_$]`. The incorrect range interpretation inadvertantly
included most ASCII punctuation, most importantly the angle brackets,
square brackets, and single quote that the expression uses
to mark the end of a match.

This causes the expression to match a URL that has a ""hostname"" portion
beginning with one of the intended ""stop parsing"" characters. For
example:

```
https://<b>www</b>.example.com/  # MATCHES but should not
https://[for example]            # MATCHES but should not
scheme='https://'                # MATCHES, including final quote, but should not
```

Some test cases have been added to the `URL_REGEX` assert in
archivebox.parsers to cover this possibility.","b7730419520e3fee1e56947ca286c92d1c454854","False","archivebox/parsers/__init__.py;archivebox/util.py"
"a7d7644dca772640c68a4390c36fae123617659c","Merge pull request #1205 from overhacked/fix_url_regex_hyphen","b7730419520e3fee1e56947ca286c92d1c454854;c039ef05b3c1d019544db34c3acde445782ed46e","True","archivebox/parsers/__init__.py;archivebox/util.py"
"94dacc49c74319047563ed8ba547244e72211bcc","Fix archive_org icon ""exists""","68e936e7c20328b16ab4325a719c2545d8afba3b","False","archivebox/index/html.py"
"00ecf57b0f2b513b0dd759e3806b6fa2e042f83d","Merge pull request #1211 from DanielBatteryStapler/DanielBatteryStapler-patch-1","68e936e7c20328b16ab4325a719c2545d8afba3b;94dacc49c74319047563ed8ba547244e72211bcc","True","archivebox/index/html.py"
"603ce7ec1048321835ca6ec9647192e5249546ae","After a timeout, chrome will leave behind a SingletonLock, which prevents future instances of chrome from starting. When an extractor fails due to a timeout, remove this file.","00ecf57b0f2b513b0dd759e3806b6fa2e042f83d","False","archivebox/extractors/dom.py;archivebox/extractors/pdf.py;archivebox/extractors/screenshot.py;archivebox/util.py"
"86366d56402d1b9d79ab400d006b5cdb41ce43dc","Update logging_util.py to fix generator subscripting error","a837f870af34943ef47cae41c64e241244d701a5","False","archivebox/logging_util.py"
"73a5f74d3840284bceaabced9cf99575b8c15d54","update default YOUTUBEDL_ARGS to fix subs and filesize","86366d56402d1b9d79ab400d006b5cdb41ce43dc","False","archivebox/config.py"
"110a22ee32d01b81bde11f8445bdb4b54e84f891","Merge branch 'dev' into DanielBatteryStapler-patch-1","23f086aa403b68045da704e6b5f3509c1b650190;73a5f74d3840284bceaabced9cf99575b8c15d54","True","archivebox/config.py;archivebox/extractors/dom.py;archivebox/extractors/pdf.py;archivebox/extractors/screenshot.py;archivebox/logging_util.py;archivebox/util.py;bin/docker_entrypoint.sh;package-lock.json;package.json;Dockerfile;archivebox/core/settings.py;setup.py"
"cd9f228b2f0f263bc6e53d580c6cf90a8e8cb7f3","Merge pull request #1214 from DanielBatteryStapler/DanielBatteryStapler-patch-1","16d278fbdbf73a68d7028229b001ceb5d4a1f33c;110a22ee32d01b81bde11f8445bdb4b54e84f891","True","Dockerfile;archivebox/config.py;archivebox/core/settings.py;setup.py;archivebox/parsers/__init__.py;archivebox/parsers/readwise_reader_api.py"
"5c1a14e4f2bbd085954d480fbcc9c2f6c3a6a64e","ignore errors while getting system user name","ffe2968e4f18342245d91f4ac202401fc9ab7384","False","archivebox/config.py"
"b28b3b7e67b7c1a25840660e950122788c4a604b","README: update outdated links

Most frustratingly, the outdated docker-compose link prompts users to
download an older version of the docker-compose.yml file, which packages
a broken YouTube retrieval method.","5c1a14e4f2bbd085954d480fbcc9c2f6c3a6a64e","False","README.md"
"77917e9b5527cae659604286aec96760e409bf21","Fix HTML title parsing bugs.

This slightly modifies the HTML_TITLE_REGEX to fix two parsing errors.
The first occurred when title tags were empty (e.g. ""<title></title>"")
which was parsed as ""</title"". The second occurred when titles were a
single character (e.g. ""<title>A</title>"") which was not matched by the
regex, and so would fall back to link.base_url.

Now when tags are empty, it falls back to link.base_url, and single
character titles are parsed correctly.

The way the regex works now is still a bit wonky for some edge cases.
I couldn't find any cases of incorrect behavior, but it still might be
worth reworking more completely for robustness.","4950cee3b6a285b54e6b0155f12a4c51de80d10a","False","archivebox/extractors/title.py"
"dcef217e5e4da430d73bbc7cf66d8b06178d683f","Merge pull request #1242 from benmuth/fix-titles-with-empty-tag","4950cee3b6a285b54e6b0155f12a4c51de80d10a;77917e9b5527cae659604286aec96760e409bf21","True","archivebox/extractors/title.py"
"d7b883b04963673474f1f4d51ea5516eb767f326","fix broken link","dcef217e5e4da430d73bbc7cf66d8b06178d683f","False","README.md"
"e0f8eeeaa77b581756d32f6525374695610d3c37","Improve search.backends.sqlite retry logic

Retry with table creation should fail if it is attempted for a second
time.","8fe5faf4d062da9de8c0d4f9261287b691bc3193","False","archivebox/search/backends/sqlite.py"
"1e604a1352cfd838d2b7504dad3d92fd3c79e3d3","sqlite search: clean up errors and type-checking

Clean up error handling, and report a better error message
on search and flush if FTS5 tables haven't yet been created.

Add some mypy comments to clean up type-checking errors.","adb9f0ecc9f0f8edee49ccfb2c3f966367c2bce3","False","archivebox/search/backends/sqlite.py"
"9b85f35b63c874fcc738aed1966490f397adaf0b","sqlite search: check SQLite version when indexing

If creating the FTS5 tables fails due to a known version
incompatiblity, report the required version to the user.","1e604a1352cfd838d2b7504dad3d92fd3c79e3d3","False","archivebox/search/backends/sqlite.py"
"9e6a87114b4b550e814856a00d1ab38bb030b2cc","Fix formatting, logging, logic issues","521ea70e0cdf209dde850661e17a6bb3de3e9d34","False","archivebox/config.py;archivebox/main.py"
"a8ce927937a334eb5bf8208b3a1d87525f83dfbf","fix markdown formatting","0e3475a0eb8eea07a75f3746d475f6c49f701a98","False","README.md"
"edde40898b3af05872a26f81452d1c73dbbffa01","fix markdown underlining everything as link","a8ce927937a334eb5bf8208b3a1d87525f83dfbf","False","README.md"
"85f8583d62a341b0d5ffafe7d781eea33d1476db","catch ldap configuration and packaging errors and make them non fatal","53cff45ec0cb378ae2bb3f632024a1c56e1f4348","False","archivebox/core/settings.py"
"7910a5b34b71b7fa8a90e74b2e7a2f394c20f793","fix pretty_path printing logic","d4ca2d1154aa21eef8688dd80cfb457fe46bbc50","False","archivebox/logging_util.py"
"86c662421b922dc398f124efcadc3c1c682f5a3e","show FS_USER in version output debug string","7910a5b34b71b7fa8a90e74b2e7a2f394c20f793","False","archivebox/main.py"
"76f9b91ed3138613b16006f69d78e5c1c296e37f","dockerfile fixes","6736e63ef0f0ff976e4922618fe28c08cf180ef1","False","Dockerfile;archivebox/core/settings.py;bin/build_docker.sh;pyproject.toml"
"82d8662c74c598a403fdabc9a6fd0bd4ceda0508","add more readability error output","f3e81c1487b4609f763c269bb24d35851151312a","False","archivebox/extractors/readability.py"
"015737b1e46c4c3dcd6017d96411a58bae67a17d","fix buildx helper script","bf7a6e4c0930457a56c8370c0f846d930896e0e8","False","Dockerfile;bin/build_docker.sh"
"2928c19119485279cc592f0d718323b9e5572807","fix multiarch chromium install","988b6585c96e841e32c2004e39330dd900ce94f9","False","Dockerfile"
"08cffb8742a752f61e3442c71be9bb08d8ad3244","Fix docker build

Lack of `fi` resulted in a syntax error.
Also, change `;` to `||` to ensure it builds successfully on architectures other than `linux/arm/v7`.


```
[2023-10-24T10:46:49.941Z] ------
 > [dev_container_auto_added_stage_label 11/18] RUN mkdir -p ""/home/archivebox/.config/chromium/Crash Reports/pending/""     && chown -R archivebox ""/home/archivebox/.config""     ; if [[ ""linux/amd64"" == ""linux/arm/v7"" ]]; then $exit 0; else exit 1:
0.401 /bin/bash: -c: line 2: syntax error: unexpected end of file
------
WARNING: buildx: git was not found in the system. Current commit information was not captured by the build
[2023-10-24T10:46:49.942Z] Dockerfile-with-features:135
--------------------
 134 |         && ln -s ""$CHROME_BINARY"" /usr/bin/chromium-browser
 135 | >>> RUN mkdir -p ""/home/${ARCHIVEBOX_USER}/.config/chromium/Crash Reports/pending/"" \\
 136 | >>>     && chown -R $ARCHIVEBOX_USER ""/home/${ARCHIVEBOX_USER}/.config"" \\
 137 | >>>     ; if [[ ""$TARGETPLATFORM"" == ""linux/arm/v7"" ]]; then $exit 0; else exit 1
 138 |         # ignore failure for architectures where no playwright release is available yet
--------------------
ERROR: failed to solve: process ""/bin/bash -c mkdir -p \\""/home/${ARCHIVEBOX_USER}/.config/chromium/Crash Reports/pending/\\""     && chown -R $ARCHIVEBOX_USER \\""/home/${ARCHIVEBOX_USER}/.config\\""     ; if [[ \\""$TARGETPLATFORM\\"" == \\""linux/arm/v7\\"" ]]; then $exit 0; else exit 1"" did not complete successfully: exit code: 2
```","2681f752f1011032240423683cd1a524fa56540f","False","Dockerfile"
"7a80b61bea2ee617cde183e1b37d8796e9e50077","Merge pull request #1252 from c01o/patch-1","2681f752f1011032240423683cd1a524fa56540f;08cffb8742a752f61e3442c71be9bb08d8ad3244","True","Dockerfile"
"bb1646ddc1dd6617f2a19c8909a861e3766d2b83","Fix python-tests dependency

Starting from b6113cc, it requires `build` package to be built.","619c5ae6a28f4115a5628a63c32f9e601109ccb6","False",".github/workflows/test.yml"
"18e89bee3d39349c137572cbe6d3a50a98e634be","Fix readwise token

Accidentally shipped this hard-coded. Token is long-size revoked,
but obviously hard to use this way!","720061185cfd6cc35706b0b9f5e78f470ed5b75e","False","archivebox/parsers/readwise_reader_api.py"
"e2bcb19603e907905aedeeb7ad3dd6196e2a29ed","Merge pull request #1259 from mAAdhaTTah/fix-readwise-token","720061185cfd6cc35706b0b9f5e78f470ed5b75e;18e89bee3d39349c137572cbe6d3a50a98e634be","True","archivebox/parsers/readwise_reader_api.py"
"e7795550fc7e92d8d22098e725ab8a97257751f3","add help message to permissions error output","e2bcb19603e907905aedeeb7ad3dd6196e2a29ed","False","bin/docker_entrypoint.sh"
